Timestamp Temperature(°C) Humidity(%)
2024-09-23 05:23:35 26.00 51.32
2024-09-23 05:23:37 26.02 51.30
2024-09-23 05:23:38 26.00 51.33
2024-09-23 05:23:40 26.01 51.33
2024-09-23 05:23:41 26.00 51.32
2024-09-23 05:23:43 26.00 51.33
2024-09-23 05:23:44 26.00 51.31
2024-09-23 05:23:46 25.99 51.30
2024-09-23 05:23:47 25.99 51.33
2024-09-23 05:23:49 25.99 51.34
2024-09-23 05:23:50 26.00 51.28
2024-09-23 05:23:52 25.99 51.28
2024-09-23 05:23:53 26.01 51.23
2024-09-23 05:23:55 26.00 51.21
2024-09-23 05:23:56 26.00 51.19
2024-09-23 05:23:58 26.01 51.20
2024-09-23 05:23:59 26.00 51.16
2024-09-23 05:24:01 26.01 51.17
2024-09-23 05:24:02 25.99 51.20
2024-09-23 05:24:04 26.00 51.17
2024-09-23 05:24:06 25.99 51.18
2024-09-23 05:24:07 26.00 51.17
2024-09-23 05:24:09 26.00 51.22
2024-09-23 05:24:10 25.99 51.17
2024-09-23 05:24:12 25.98 51.23
2024-09-23 05:24:13 26.00 51.22
2024-09-23 05:24:15 25.99 51.23
2024-09-23 05:24:16 25.99 51.24
2024-09-23 05:24:18 26.00 51.27
2024-09-23 05:24:19 25.97 51.25
2024-09-23 05:24:21 25.98 51.33
2024-09-23 05:24:22 25.97 51.29
2024-09-23 05:24:24 25.97 51.29
2024-09-23 05:24:25 25.98 51.30
2024-09-23 05:24:27 25.98 51.33
2024-09-23 05:24:28 25.98 51.39
2024-09-23 05:24:30 25.98 51.35
2024-09-23 05:24:31 25.98 51.35
2024-09-23 05:24:33 25.99 51.37
2024-09-23 05:24:34 25.96 51.39
2024-09-23 05:24:36 25.97 51.43
2024-09-23 05:24:37 25.96 51.43
2024-09-23 05:24:39 25.96 51.42
2024-09-23 05:24:40 25.96 51.41
2024-09-23 05:24:42 25.96 51.45
2024-09-23 05:24:43 25.97 51.45
2024-09-23 05:24:45 25.96 51.42
2024-09-23 05:24:46 25.98 51.41
2024-09-23 05:24:48 25.97 51.41
2024-09-23 05:24:49 25.95 51.32
2024-09-23 05:24:51 25.96 51.21
2024-09-23 05:24:52 25.96 51.21
2024-09-23 05:24:54 25.95 51.10
2024-09-23 05:24:55 25.93 51.09
2024-09-23 05:24:57 25.95 51.05
2024-09-23 05:24:58 25.94 51.05
2024-09-23 05:25:00 25.94 51.03
2024-09-23 05:25:01 25.95 51.01
2024-09-23 05:25:03 25.94 51.01
2024-09-23 05:25:05 25.92 51.08
2024-09-23 05:25:06 25.93 51.15
2024-09-23 05:25:08 25.94 51.11
2024-09-23 05:25:09 25.92 51.11
2024-09-23 05:25:11 25.92 51.11
2024-09-23 05:25:12 25.93 51.14
2024-09-23 05:25:14 25.93 51.14
2024-09-23 05:25:15 25.94 51.17
2024-09-23 05:25:17 25.93 51.22
2024-09-23 05:25:18 25.93 51.27
2024-09-23 05:25:20 25.93 51.25
2024-09-23 05:25:21 25.92 51.23
2024-09-23 05:25:23 25.92 51.26
2024-09-23 05:25:24 25.94 51.28
2024-09-23 05:25:26 25.93 51.33
2024-09-23 05:25:27 25.93 51.28
2024-09-23 05:25:29 25.93 51.31
2024-09-23 05:25:30 25.92 51.30
2024-09-23 05:25:32 25.93 51.33
2024-09-23 05:25:33 25.91 51.29
2024-09-23 05:25:35 25.92 51.29
2024-09-23 05:25:36 25.92 51.28
2024-09-23 05:25:38 25.91 51.31
2024-09-23 05:25:39 25.92 51.35
2024-09-23 05:25:41 25.92 51.34
2024-09-23 05:25:42 25.95 51.39
2024-09-23 05:25:44 25.93 51.38
2024-09-23 05:25:45 25.94 51.40
2024-09-23 05:25:47 25.92 51.36
2024-09-23 05:25:48 25.93 51.36
2024-09-23 05:25:50 25.91 51.25
2024-09-23 05:25:51 25.93 51.26
2024-09-23 05:25:53 25.93 51.24
2024-09-23 05:25:54 25.91 51.25
2024-09-23 05:25:56 25.91 51.26
2024-09-23 05:25:57 25.92 51.22
2024-09-23 05:25:59 25.92 51.22
2024-09-23 05:26:00 25.90 51.17
2024-09-23 05:26:02 25.91 51.19
2024-09-23 05:26:03 25.92 51.21
2024-09-23 05:26:05 25.91 51.23
2024-09-23 05:26:07 25.90 51.21
2024-09-23 05:26:08 25.90 51.27
2024-09-23 05:26:10 25.90 51.24
2024-09-23 05:26:11 25.92 51.23
2024-09-23 05:26:13 25.89 51.29
2024-09-23 05:26:14 25.89 51.28
2024-09-23 05:26:16 25.89 51.34
2024-09-23 05:26:17 25.90 51.31
2024-09-23 05:26:19 25.90 51.29
2024-09-23 05:26:20 25.89 51.30
2024-09-23 05:26:22 25.89 51.32
2024-09-23 05:26:23 25.90 51.37
2024-09-23 05:26:25 25.89 51.40
2024-09-23 05:26:26 25.90 51.37
2024-09-23 05:26:28 25.89 51.38
2024-09-23 05:26:29 25.88 51.36
2024-09-23 05:26:31 25.89 51.40
2024-09-23 05:26:32 25.89 51.38
2024-09-23 05:26:34 25.89 51.39
2024-09-23 05:26:35 25.88 51.40
2024-09-23 05:26:37 25.88 51.39
2024-09-23 05:26:38 25.89 51.40
2024-09-23 05:26:40 25.89 51.41
2024-09-23 05:26:41 25.88 51.40
2024-09-23 05:26:43 25.88 51.43
2024-09-23 05:26:44 25.89 51.44
